Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Ecuador,ECU,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.054173309,9.041534935,9.006348487,8.948626263,8.866036526,8.758029713,8.693084729,8.599742345,8.485489457,8.3592736,8.227251546,8.153276874,8.064011711,7.968966131,7.878149632,7.796449508,7.777594816,7.758655789,7.732739025,7.690579283,7.629380574,7.600860111,7.553100656,7.49486575,7.435655594,7.381308236,7.371486918,7.360011195,7.350882126,7.347681987,7.353043905,7.398613719,7.447201221,7.499700396,7.555993112,7.616597516,7.718323757,7.819800627,7.9218404,8.024740165,8.129580505,8.251943584,8.371821726,8.494844758,8.628009296,8.775537723,8.912695137,9.06421984,9.22262973,9.37636307,9.521963112,9.643246256,9.754783863,9.87830102,10.04227647,10.26201727,10.48176322,10.74576715,11.04279325,11.35567898,11.67555358
"Egypt, Arab Rep.",EGY,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.020941265,7.138587254,7.220747553,7.27948139,7.330648846,7.383908717,7.468558805,7.544548109,7.613090305,7.673184485,7.724499015,7.81357689,7.887376747,7.946898889,7.993613821,8.029156968,8.089818373,8.135020506,8.166770313,8.186883013,8.197415927,8.230031047,8.249912535,8.263439021,8.278084211,8.298245889,8.329673148,8.357719052,8.382651261,8.403651801,8.420194474,8.480964126,8.52402913,8.55153896,8.566200051,8.570287412,8.585110315,8.581250696,8.557564456,8.511087931,8.442719984,8.386244366,8.311081535,8.219507552,8.111378884,7.990597837,7.904910517,7.800001997,7.702853706,7.647547038,7.650270083,7.749152918,7.887500641,8.041392368,8.178643653,8.284922362,8.408385661,8.499716556,8.577415968,8.665517483,8.776820938
Euro area,EMU,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,15.77194491,16.04290687,16.29867958,16.54858976,16.80590019,17.08247289,17.45592436,17.82453086,18.1884732,18.54583549,18.8841849,19.239448,19.54784914,19.81357004,20.04367542,20.23821576,20.53546962,20.81299879,21.01784809,21.07228391,20.94370703,20.7508729,20.38221967,19.95268943,19.61787416,19.46306865,19.56723113,19.81517498,20.15774398,20.5151201,20.83982957,21.215232,21.5610169,21.88200347,22.18704238,22.48374159,22.85700723,23.20030477,23.5318055,23.87634491,24.24965709,24.62292793,25.0161104,25.41191843,25.7765192,26.09190533,26.44866742,26.74208495,27.01509571,27.32884351,27.72477587,28.18180413,28.72099097,29.31875438,29.93163493,30.53170379,31.0411948,31.53408082,32.0208718,32.51967007,33.07047668
Eritrea,ERI,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.132755771,5.10908773,5.065113368,5.007580798,4.941392214,4.869424685,4.88167307,4.883006345,4.874146758,4.852751623,4.819149757,4.843287748,4.849841194,4.842832077,4.827219386,4.807550711,4.845037818,4.870040716,4.884950617,4.891319547,4.891323233,4.937402563,4.969285733,4.991190488,5.006941411,5.0187321,5.101949747,5.17401844,5.233987501,5.283139092,5.322323214,5.6266706,5.949453088,6.290928784,6.648916926,7.018185817,7.1770701,7.311401966,7.42258673,7.514594816,7.589705995,7.374175775,7.159172314,6.955871875,6.77637481,6.627984221,6.723696772,6.813611621,6.900373792,6.987656006,7.07770801,7.327234655,,,,,,,,,
Spain,ESP,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,12.74843816,12.94968528,13.12714669,13.30207861,13.50393606,13.75033613,14.07649515,14.43334274,14.80347927,15.15792998,15.47991046,15.74355921,15.9597604,16.14295558,16.31210727,16.47814107,16.75264722,17.01900356,17.26378285,17.46435657,17.61279732,17.76909361,17.87504792,17.96861792,18.10055822,18.30050441,18.58758313,18.92453895,19.30040207,19.6959699,20.10121393,20.48200256,20.85631161,21.24099062,21.66093142,22.1302281,22.56039048,23.03339009,23.51366008,23.9448408,24.2971201,24.31952143,24.26759401,24.1864598,24.13415384,24.14468325,24.23567219,24.36036033,24.53504318,24.75908102,25.02360028,25.58701644,26.18322658,26.80477989,27.43428846,28.06278631,28.51233377,28.94272415,29.38163313,29.87112502,30.44303919
Estonia,EST,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,15.89385273,16.0845051,16.24120801,16.37885986,16.51764639,16.67494613,16.91454383,17.15156921,17.3845475,17.60325188,17.8039727,18.07584913,18.28667627,18.45427346,18.6016543,18.742521,18.924132,19.09866027,19.21608597,19.19473659,18.99970296,18.78796832,18.40824645,17.95382285,17.54732162,17.25812642,17.19695163,17.21201316,17.29798004,17.44050344,17.62813257,18.24713244,18.90468213,19.56201837,20.16415149,20.67600513,21.11353693,21.44587199,21.71405419,21.98053076,22.28179252,22.82012259,23.37314581,23.8951331,24.31784561,24.60794283,24.99298434,25.26285964,25.47349216,25.70830415,26.02213568,26.50264705,27.050255,27.65471422,28.29022038,28.9358012,29.40562561,29.95922289,30.65826602,31.46092868,32.27253361
Ethiopia,ETH,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,4.898526737,4.890075426,4.855461888,4.810416647,4.773312251,4.752287173,4.827801358,4.904516255,4.975370695,5.031122819,5.068171488,5.157710624,5.224850155,5.272650869,5.304316168,5.322215728,5.490248454,5.661079311,5.840975493,6.024325508,6.199553015,6.192277096,6.146812866,6.079032375,6.006003098,5.934942345,6.02769273,6.115671815,6.188692213,6.234799971,6.251009448,6.260496062,6.236352353,6.194483209,6.157686762,6.140481427,6.156301868,6.178130179,6.19318636,6.185406298,6.149564696,6.177429092,6.184248246,6.1804106,6.176832083,6.177957322,6.23087421,6.276477915,6.314965755,6.347838532,6.377598928,6.382334767,6.383823128,6.380610515,6.369760463,6.351501034,6.336830738,6.311516275,6.283904683,6.263377939,6.254955451
European Union,EUU,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,14.80350279,15.07939046,15.34369298,15.60218715,15.86500568,16.14389207,16.4978739,16.84086702,17.17888963,17.51502523,17.84166535,18.20281945,18.52274573,18.80853644,19.0700302,19.30887192,19.63864446,19.96066464,20.2169295,20.31867357,20.22587341,20.04636869,19.67931008,19.24478915,18.90531173,18.74947382,18.86253145,19.11898334,19.4657678,19.81860954,20.12830788,20.5035765,20.83827241,21.13718587,21.41565943,21.68386682,22.03825767,22.36085587,22.66496604,22.96842181,23.28810496,23.63712654,23.99337592,24.34072359,24.65234393,24.91526821,25.22654609,25.47935981,25.71652531,26.00024365,26.37781091,26.84793161,27.41117651,28.04306692,28.70131359,29.35755034,29.97084244,30.57350522,31.16962326,31.7678116,32.39826174
Fragile and conflict affected situations,FCS,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.62126358,5.683497328,5.72264591,5.740708534,5.739720627,5.721865264,5.78976687,5.834129017,5.857254558,5.861243099,5.848526436,5.911443196,5.951096689,5.970278631,5.971762502,5.95806647,6.011898365,6.046902036,6.066505221,6.072817257,6.067227601,6.109031609,6.128597681,6.129368003,6.114786201,6.087507119,6.131514051,6.157028424,6.166436559,6.162160613,6.138411469,6.163852089,6.174412283,6.173091033,6.163293681,6.148345163,6.163412383,6.162208974,6.147078426,6.119740279,6.082305279,6.092594728,6.088317776,6.071973885,6.045481055,6.01082007,6.03433866,6.044128964,6.042995135,6.032744575,6.015947909,6.030620858,6.03461982,6.032773083,6.030472514,6.031195766,6.082157252,6.128789606,6.17193652,6.212447776,6.252397962
Finland,FIN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,11.76908652,11.92868045,12.0595229,12.17444889,12.29166973,12.42549737,12.69129727,12.96023711,13.24011946,13.5409201,13.86844942,14.27470037,14.6859614,15.09046203,15.47159401,15.81987588,16.2994408,16.75165045,17.15995637,17.49893385,17.75807856,17.95048966,18.05741208,18.12733191,18.22675139,18.39449269,18.66025905,18.97265486,19.31435846,19.65515212,19.97594948,20.32715516,20.65640909,20.95414469,21.20688589,21.40968449,21.6728347,21.88033365,22.05511773,22.22871996,22.42246277,22.72650675,23.05744842,23.4026045,23.73682125,24.05250503,24.32185242,24.55224465,24.83222917,25.29171727,26.00773127,26.9584069,28.13566016,29.45233281,30.75772121,31.95086587,33.06702802,34.06230075,34.95794303,35.80135812,36.62608145
Fiji,FJI,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,4.369674571,4.331539674,4.316971924,4.309255699,4.286374134,4.244268735,4.23979177,4.223533314,4.201616506,4.185370568,4.175876589,4.216827999,4.245300335,4.265970357,4.286204958,4.31371482,4.377049568,4.416193482,4.429760226,4.42411368,4.407219982,4.509985417,4.610172971,4.696755465,4.753275479,4.772165628,4.872296557,4.940841706,4.981587877,4.998819975,4.998677289,5.029043459,5.044002515,5.043086848,5.029310394,5.000277509,5.117674068,5.230446029,5.337926771,5.442928138,5.548455335,5.661427262,5.783030242,5.920408964,6.078702243,6.263533504,6.479412232,6.688893025,6.891997899,7.087894724,7.281111498,7.432922916,7.549589408,7.627312413,7.65583576,7.629333946,7.890016459,8.134593218,8.379191162,8.641732317,8.926370707
France,FRA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,18.79579396,18.96499192,19.09013463,19.19073629,19.29577033,19.42356314,19.69942775,19.96584251,20.21638078,20.43804249,20.62370537,20.90242397,21.12434804,21.29877251,21.43795083,21.54588827,21.784249,22.0053818,22.14583194,22.11003528,21.85891457,21.49880756,20.94083999,20.32924123,19.85898614,19.63364019,19.74363907,20.05142094,20.48221223,20.92187381,21.30454396,21.75592093,22.15989406,22.52710216,22.87786558,23.22335294,23.58395783,23.9158756,24.21438323,24.47251436,24.69011971,24.87968899,25.03947403,25.16907599,25.26304686,25.32800107,25.40427937,25.42834928,25.47581463,25.66178392,26.0584473,26.61713457,27.37186267,28.26927943,29.1988935,30.08153004,30.86924773,31.61141873,32.30926755,32.99229055,33.69456444
Faroe Islands,FRO,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.784206824,6.818181818,6.841509908,6.843747434,6.820272811,6.770147867,6.742034177,6.666666667,6.583770082,6.505379893,6.43029039,6.745777892,7.127006079,7.55023209,8.024065657,8.561509236,8.316553201,8.052962883,7.769521184,7.457205644,7.128911697,7.11165894,7.070160522,7.022806148,6.945471019,6.855504587,6.857613755,6.825355645,6.794567704,6.740358534,6.702370326,6.747281191,6.743349837,6.669359132,6.573451645,6.530898876,6.600528872,6.680234646,6.722959798,6.673276644,6.51591986,6.649705677,6.735553639,6.779352963,6.798260067,6.791291612,6.495838094,6.181363311,5.852466709,5.54439211,5.267426881,5.219353929,5.207133312,5.236215153,5.299481652,5.398631617,5.65369523,5.928130327,6.216257266,6.515654228,6.815758574
Gabon,GAB,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,12.302464,12.37599263,12.38962792,12.35456923,12.27450128,12.15566665,12.13460576,12.06568351,11.95431797,11.80724726,11.62700928,11.68282774,11.69423909,11.66418103,11.59175641,11.4774058,11.48095018,11.43417767,11.35187378,11.24698087,11.12854127,11.1434982,11.13152638,11.09485515,11.02832632,10.93652988,10.93642366,10.8992945,10.84019811,10.77165859,10.70509254,10.691458,10.65691209,10.60243018,10.52559441,10.42616959,10.3414749,10.22283578,10.07360335,9.896678057,9.695670408,9.490989094,9.252805162,8.990499368,8.70923432,8.417185548,8.141829973,7.854768601,7.565017224,7.278635916,6.997423454,6.793425119,6.591349631,6.396265505,6.212101453,6.040261569,6.029276563,6.015174467,5.998811818,5.980070057,5.96011665
United Kingdom,GBR,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,18.08223747,18.29276855,18.44906262,18.57954738,18.72440242,18.90929373,19.28381435,19.67002156,20.05535163,20.4191012,20.75090696,21.205191,21.6078551,21.95772968,22.25305064,22.49350395,22.82895516,23.09783003,23.28565341,23.36917652,23.34398989,23.37723826,23.29201484,23.1545074,23.05231126,23.03401669,23.22741316,23.47604975,23.74251342,23.96858743,24.1230944,24.3299639,24.46708928,24.54577823,24.57899532,24.57602243,24.60689317,24.59274018,24.54869512,24.48863834,24.42301997,24.42180739,24.39753988,24.36257941,24.32696793,24.30131007,24.3857725,24.46478405,24.58215126,24.79416039,25.13050969,25.60613531,26.17965903,26.80027379,27.38339518,27.87998197,28.26121496,28.54695519,28.77679086,29.01249332,29.29720348
Georgia,GEO,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,13.76996956,13.56201166,13.31505456,13.05194794,12.80157493,12.58182937,12.58425439,12.59778782,12.61153877,12.60966111,12.58589599,12.76297885,12.89309353,12.99563488,13.10319419,13.2349457,13.47039357,13.72918751,13.96835519,14.12494443,14.17444254,14.09987421,13.93181056,13.72105742,13.53131819,13.40270456,13.41360462,13.44614579,13.54252431,13.76381133,14.14231268,14.85138244,15.61879772,16.36692463,16.98738479,17.44130301,18.07265294,18.55627109,18.89947142,19.17813249,19.522599,20.03275571,20.6234088,21.20021648,21.6097777,21.78322907,21.90443131,21.77057938,21.48231668,21.19354122,21.00293823,20.95797178,20.99312378,21.10389974,21.27968099,21.51755703,21.88345685,22.30110301,22.75124235,23.20389089,23.63891432
Ghana,GHA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,4.380692765,4.419641989,4.44201548,4.453199229,4.459728962,4.465515031,4.561743972,4.647443624,4.721234823,4.780436991,4.823758333,4.90151335,4.958724227,4.997673746,5.020604954,5.030522038,5.124386957,5.195968594,5.247181966,5.280318382,5.298051845,5.312600871,5.312191668,5.301276278,5.283965162,5.263621605,5.289497134,5.304662174,5.31112588,5.310224249,5.303685111,5.33065269,5.345384604,5.351450015,5.351708759,5.34840488,5.359437837,5.357041261,5.340847083,5.309673045,5.264467235,5.238906895,5.196930769,5.142697218,5.07973246,5.011602904,4.992294649,4.962798127,4.932282927,4.910870272,4.903630304,4.950892214,5.004175647,5.054846315,5.090641358,5.108098869,5.141424754,5.157782985,5.172150033,5.202277731,5.257707118
Gibraltar,GIB,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.131984839,6.11208521,6.058696188,5.972211489,5.85259054,5.70169155,5.731856338,5.723497457,5.681262162,5.611996762,5.521810915,5.604807876,5.656076772,5.680295909,5.68232433,5.665814948,5.810143099,5.929433903,6.022549116,6.088087945,6.126233678,6.261050272,6.368021766,6.449345539,6.506883094,6.542650469,6.64489378,6.722354734,6.778057385,6.813543014,6.830937446,6.927655441,6.999739086,7.048776507,7.075636801,7.081237303,7.086394591,7.060073479,7.007332422,6.932699824,6.83994687,6.810173938,6.746891809,6.652786876,6.531439789,6.38604468,6.350309804,6.297364352,6.223257584,6.12155797,5.992177438,5.91499485,5.810392175,5.697748486,5.600171289,5.528734935,5.508214779,5.500673038,5.497583149,5.48779998,5.467387902
"Gambia, The",GMB,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,3.933715654,3.966812956,3.973387281,3.955082425,3.915574241,3.860167275,3.904062754,3.921864964,3.919795766,3.896248647,3.854721812,3.923146679,3.969215027,3.996707878,4.00886844,4.007094949,4.080280286,4.136151506,4.175639477,4.197185712,4.200176142,4.248005396,4.273942552,4.291866016,4.318921539,4.359787994,4.38564031,4.408274067,4.427648093,4.435121245,4.430777492,4.539640369,4.628481571,4.701798675,4.762759402,4.815930606,4.902779875,4.973962598,5.02830827,5.067945643,5.09394528,5.124198227,5.135095864,5.132044316,5.12002293,5.102893707,5.123596443,5.129147747,5.12244213,5.109301708,5.092698937,5.105839133,5.108848526,5.098600669,5.069632658,5.021760569,4.98806565,4.936818775,4.873769261,4.803679761,4.729990938
Guinea-Bissau,GNB,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.248362626,6.351986013,6.457368526,6.545787453,6.588642531,6.575585394,6.612677825,6.600720293,6.566686042,6.546035262,6.556259797,6.68374395,6.817448523,6.949697269,7.0702459,7.174923842,7.374564142,7.510238626,7.569772072,7.53709516,7.396405076,7.447065707,7.454751807,7.417562391,7.336912615,7.21493441,7.173158332,7.088200462,6.967531342,6.823110658,6.661845903,6.596348236,6.5078073,6.396408071,6.259045871,6.096857232,6.051994284,5.982648084,5.891768293,5.781498939,5.656850803,5.581136221,5.486608663,5.383816504,5.282356178,5.188505782,5.162887832,5.138825683,5.108267185,5.061624776,4.998580879,4.981619274,4.943827701,4.90259248,4.880923748,4.888124432,4.970134462,5.062896507,5.149272972,5.207545312,5.229085545
Equatorial Guinea,GNQ,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,10.02138816,10.06658136,10.07009536,10.03459509,9.943996178,9.80157595,9.73971079,9.618380062,9.456288953,9.271402013,9.071581685,9.194329804,9.253806887,9.239618334,9.14268945,8.937011138,8.969036991,8.94643052,8.877115526,8.746217161,8.557881922,8.389984291,8.249221026,8.149052142,8.086312477,8.072699382,8.073234699,8.065614602,8.051448777,8.025226244,7.994400036,7.924998361,7.829898128,7.717093077,7.588026782,7.44575527,7.270246072,7.0791807,6.887110844,6.700856295,6.521764877,6.356839115,6.186677003,6.023678847,5.868828536,5.722435945,5.555173614,5.393428266,5.236794535,5.081765597,4.925182073,4.777463915,4.618369499,4.465835149,4.335311462,4.230266774,4.177556785,4.123674721,4.06764018,3.999615562,3.914279723
Greece,GRC,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,10.74184174,10.95714284,11.15641445,11.35174636,11.56194586,11.79959223,12.47126004,13.21973997,14.04947432,14.96416429,15.96643783,16.460121,16.93459079,17.38181096,17.79735386,18.18298048,18.53415693,18.86288925,19.15207643,19.37373132,19.51695785,19.58318495,19.59797436,19.58789943,19.57944421,19.58069168,19.57484286,19.60750443,19.72416042,19.95590225,20.30653299,20.48365399,20.7080488,20.98093558,21.29734619,21.65356241,22.12396,22.59837585,23.07707087,23.55510708,24.02621354,24.63458518,25.23103204,25.78534705,26.24755937,26.59374017,27.19725604,27.66663939,28.07309659,28.53038609,29.10912101,29.59007025,30.19794617,30.88748806,31.57779838,32.22111037,32.75212227,33.23095903,33.69239259,34.19702714,34.78692147
Grenada,GRD,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,10.78936546,10.91437632,11.02011665,11.07077184,11.08354786,11.0701967,11.17853572,11.31004976,11.45105709,11.5842715,11.6796311,11.80707657,11.91483734,12.02105309,12.12982351,12.24334601,12.4740257,12.69294553,12.91819188,13.20449515,13.53573553,13.1311472,12.7277758,12.30581785,11.84559799,11.3215352,11.68003179,12.15362356,12.81768575,13.75540008,14.99208783,14.85008064,14.77432393,14.66309632,14.46893638,14.17936511,14.20897029,14.23386097,14.31802366,14.47894251,14.69381604,14.56013363,14.41882805,14.28257905,14.13883331,14.00018184,14.04384405,14.1218839,14.25718035,14.47470705,14.78802177,14.65597429,14.5321193,14.42385951,14.33532492,14.26825127,14.29863887,14.32704081,14.40100984,14.52968538,14.74172877
Greenland,GRL,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.114601079,5.198778726,5.271942136,5.332196386,5.377771159,5.407890248,5.481137673,5.536250715,5.569481121,5.578190947,5.564524675,5.595413942,5.603353015,5.59754643,5.589234147,5.585973278,5.650158527,5.713563705,5.769597325,5.813253479,5.844286055,5.915197368,5.973595002,6.024258717,6.074977931,6.131318504,6.23488199,6.335141792,6.431274256,6.524418015,6.616181251,6.75424458,6.884519697,7.001189417,7.099565768,7.178906115,7.301352172,7.40662867,7.493788297,7.564018342,7.619594388,7.675917054,7.720960587,7.753275622,7.771003441,7.774909105,7.752589402,7.723752093,7.689681214,7.652241018,7.614886824,7.587287369,7.559230607,7.54340804,7.556260934,7.605874992,7.686058972,7.794365033,7.920776028,8.052360167,8.183068041
Guam,GUM,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,2.799681504,2.811477473,2.816245496,2.827916736,2.869357125,2.898452195,2.91453067,2.92206395,2.943462823,2.974917763,2.986636612,3.119817377,3.267330481,3.42941339,3.627082697,3.829465807,3.946918978,4.072758655,4.226443107,4.40499568,4.598404947,4.691259022,4.790203234,4.927898103,5.101413645,5.301326662,5.421484183,5.530063987,5.654103351,5.810150219,6.001529052,6.248791749,6.497351896,6.753281013,6.994740146,7.219100225,7.47255292,7.693506655,7.900649411,8.112656637,8.343702336,8.71027627,9.079971762,9.440191957,9.750526534,10.00384195,10.24825827,10.43474865,10.60888475,10.83599703,11.13856626,11.53592049,11.99622076,12.49916767,13.00785283,13.51448081,14.00057989,14.48955562,14.99522445,15.51518571,16.05693076
Guyana,GUY,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.806672468,6.873348575,6.943629923,7.018954096,7.082471445,7.097483931,7.073114406,7.049275432,7.058495193,7.090059845,7.093994276,7.033811232,6.968387661,6.945102606,6.9673714,6.982347852,6.950521454,6.917060554,6.923770862,6.961158978,6.97520551,6.908435719,6.892803642,6.997032024,7.159716577,7.239445153,6.970552237,6.672555239,6.486156766,6.472011796,6.568825138,6.610953622,6.608688318,6.573165567,6.518160869,6.451824612,6.520386849,6.574553074,6.622114881,6.679594108,6.763726216,7.003093512,7.27729746,7.543270297,7.738361467,7.823791184,7.737548451,7.589478985,7.430420684,7.326634264,7.309679627,7.54115684,7.831694888,8.161938353,8.504709425,8.845269992,9.179845106,9.517621415,9.872565162,10.26895487,10.72410865
High income,HIC,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,13.87179491,14.0508394,14.20133149,14.33510022,14.467665,14.60880239,14.83003284,15.04477043,15.25228677,15.45239327,15.64059455,15.86144367,16.0654062,16.2493479,16.4177184,16.57098153,16.81214135,17.03954312,17.23552931,17.36486792,17.41446638,17.41375321,17.32698426,17.21324557,17.14665936,17.16728767,17.32923306,17.54891124,17.80681636,18.06936406,18.3173943,18.58783761,18.87056488,19.10143057,19.31128333,19.47536064,19.69887633,19.89311913,20.07051816,20.24836606,20.43652,20.64569737,20.86371927,21.08612463,21.29662826,21.49525301,21.72314341,21.92907369,22.14500801,22.42548444,22.80393039,23.25112017,23.78509109,24.38171498,25.00038884,25.62021556,26.22271473,26.81665632,27.41103802,28.02217347,28.67148454
"Hong Kong SAR, China",HKG,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,4.817263732,4.968345627,5.102408962,5.225209652,5.340490642,5.450551097,5.731482164,6.00132155,6.260402653,6.530102452,6.835700341,7.185493681,7.556268303,7.929435419,8.298192004,8.671653797,8.777635622,8.890827081,9.023837116,9.188671072,9.388681299,9.660064374,9.93579338,10.2025468,10.45720987,10.71519413,11.06073641,11.41901977,11.78930018,12.17071404,12.56352863,12.83054028,13.11212375,13.41644619,13.74206223,14.08075753,14.35010851,14.59787454,14.83066131,15.05423261,15.27015386,15.61301624,15.96101938,16.28355765,16.5310753,16.68321915,16.78915447,16.79980667,16.79933532,16.91680759,17.23437737,17.6256626,18.20160725,18.92748425,19.74369664,20.6207732,21.56318239,22.57940515,23.69291022,24.93515486,26.32223483
Honduras,HND,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.410778521,6.478424456,6.538253936,6.579134435,6.587689775,6.556723325,6.60338124,6.614790144,6.600777659,6.571155491,6.532983508,6.556361338,6.563551125,6.560459568,6.554534466,6.549168862,6.595540919,6.64040016,6.671113958,6.67016226,6.632558529,6.60988308,6.556347171,6.492404935,6.443437453,6.421623885,6.453717811,6.502807025,6.558183395,6.605284902,6.637716332,6.671951853,6.692200736,6.705514916,6.720652788,6.742274887,6.77264018,6.803242349,6.832892653,6.858405844,6.878700412,6.884033138,6.88483227,6.881913032,6.874898169,6.864933645,6.850023779,6.833688475,6.819526161,6.811418249,6.813028055,6.818050776,6.829323308,6.855879792,6.908321555,6.991925424,7.09811853,7.228611276,7.378838308,7.542587655,7.717732205
Heavily indebted poor countries (HIPC),HPC,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.46591365,5.502595358,5.516967601,5.513634729,5.497356908,5.471093863,5.529183631,5.56923838,5.592660489,5.600152445,5.593125434,5.653973628,5.693746343,5.71522677,5.720917567,5.712752972,5.774162068,5.81876386,5.849512447,5.867560516,5.873256322,5.908817983,5.92181768,5.916993916,5.898959962,5.870173894,5.915655672,5.945723354,5.961141321,5.961799,5.948380076,5.964087022,5.961713775,5.94636504,5.924205543,5.899673562,5.909953007,5.907543206,5.892597589,5.862861447,5.81739373,5.805121739,5.774455618,5.731563439,5.682588435,5.63102561,5.638754489,5.637370041,5.627596027,5.609783466,5.585340272,5.593073077,5.591214938,5.582776859,5.570552307,5.556814534,5.574907261,5.587233146,5.596184405,5.603947144,5.61254284
Croatia,HRV,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,10.57169573,10.82363784,11.09669979,11.3800895,11.66011414,11.93342188,12.3378839,12.70955688,13.0686694,13.44474807,13.8542744,14.36315786,14.88770972,15.40446372,15.87533745,16.27732138,16.65261264,16.97136961,17.2044633,17.29964718,17.23361441,16.98955088,16.58600968,16.12933127,15.75744859,15.54687299,15.63776524,15.8526061,16.15982066,16.5077092,16.86558711,17.50817928,18.1573401,18.81379106,19.48203354,20.16352962,20.83189779,21.46878981,22.07530437,22.65082768,23.19350883,23.87647519,24.53081143,25.10580734,25.52005673,25.73429352,25.93456547,25.96713787,25.93633082,25.988708,26.21042437,26.75967377,27.34288123,27.91421449,28.47266045,29.06657402,29.74198912,30.55008878,31.43389598,32.30239463,33.09995986
Haiti,HTI,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.703455821,5.794338102,5.888875519,5.982930811,6.071006996,6.148905855,6.305237259,6.440739661,6.554734721,6.647326982,6.719060698,6.857195211,6.966574781,7.049829476,7.108880163,7.144438203,7.256140414,7.34157138,7.402893901,7.442870535,7.463784452,7.547855416,7.60866828,7.647693639,7.666264981,7.666107281,7.715644371,7.743107793,7.748864235,7.732111831,7.693615934,7.705236589,7.692068833,7.657919252,7.60751744,7.545238125,7.538810252,7.514023086,7.477674223,7.438504858,7.402005454,7.419215352,7.428117053,7.430304675,7.426916964,7.418347337,7.475321337,7.527189644,7.565639376,7.577977524,7.560531391,7.581951652,7.575109242,7.560973121,7.566106347,7.604175338,7.719686031,7.8573667,8.00765841,8.156979576,8.299193082
Hungary,HUN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,13.6857417,14.03731012,14.42269606,14.82461699,15.21271613,15.56967237,15.95261694,16.28495403,16.58028934,16.85842637,17.135744,17.48645393,17.79316479,18.09732525,18.45667318,18.89763101,19.48780907,20.16934099,20.80079803,21.1581663,21.12317765,20.82451857,20.14142123,19.30865992,18.64216545,18.30316227,18.53048766,19.00284257,19.58367672,20.0701405,20.35005506,20.70912138,20.89774619,20.9720853,21.01656396,21.07882295,21.35443879,21.62956551,21.8826184,22.07229334,22.17758613,22.36331051,22.46360148,22.51698218,22.57784852,22.68039367,22.84296338,23.01141412,23.15708446,23.25414161,23.30621108,23.7215881,24.09789103,24.49783215,25.00431818,25.65825552,26.62019312,27.70752934,28.83884732,29.89791933,30.8171312
